transaction_id,transaction_reference,account_id,transaction_date,transaction_type,amount,currency,channel,merchant_name,created_at
3684,TXN0000003684,94,2026-05-11 18:37:20,Withdrawal,33864.13,USD,ATM,Khalti,2026-05-11 19:27:20
3685,TXN0000003685,82,2026-02-09 00:32:32,Withdrawal,12832.87,NPR,POS,Khalti,2026-02-09 00:37:32
3686,TXN0000003686,12,2026-05-16 16:17:58,Transfer,94615.03,NPR,Mobile Banking,,2026-05-16 16:46:58
3687,TXN0000003687,111,2025-12-30 03:46:17,withdrawal,28296.88,USD,POS,,2025-12-30 04:29:17
3688,TXN0000003688,18,2026-02-28 23:08:32,Deposit,22276.59,USD,Internet Banking,,2026-02-28 23:45:32
3689,TXN0000003689,88,2026-05-30 06:30:30,Fee,45577.0,USD,Mobile Banking,Daraz,2026-05-30 06:56:30
3690,TXN0000003690,94,2026-01-22 07:53:18,Fee,44433.55,NPR,Mobile Banking,,2026-01-22 08:28:18
3691,TXN0000003691,72,2025-12-13 12:21:33,Fee,27170.32,NPR,Internet Banking,Khalti,2025-12-13 12:26:33
3692,TXN0000003692,5,2026-05-03 19:28:35,Deposit,43788.24,npr,Internet Banking,Khalti,2026-05-03 20:14:35
3693,TXN0000003693,7,2026-05-13 15:41:40,deposit,34439.12,NPR,Mobile Banking,Esewa,2026-05-13 16:28:40
3694,TXN0000003694,56,2026-05-25 11:42:44,Card Payment,15514.75,NPR,Branch,,2026-05-25 12:24:44
3695,TXN0000003695,74,2025-12-22 14:17:21,Deposit,89124.43,npr,Branch,Khalti,2025-12-22 15:03:21
3696,TXN0000003696,4,2026-03-25 17:04:28,Card Payment,34683.85,NPR,ATM,Khalti,2026-03-25 17:25:28
3697,TXN0000003697,28,2026-02-28 03:31:26,Withdrawal,21796.38,USD,Mobile Banking,Khalti,2026-02-28 03:36:26
3698,TXN0000003698,83,2026-04-12 10:18:29,Deposit,26755.61,USD,,,2026-04-12 10:49:29
3699,TXN0000003699,33,2026-01-25 22:21:35,Fee,38678.95,npr,,,2026-01-25 22:50:35
3700,TXN0000003700,102,2026-01-08 05:27:52,Transfer,39278.58,npr,POS,Esewa,2026-01-08 05:49:52
3701,TXN0000003701,33,2026-03-22 01:55:27,Withdrawal,7605.1,NPR,POS,Daraz,2026-03-22 01:57:27
3702,TXN0000003702,31,2026-04-09 05:15:25,Fee,21910.46,npr,ATM,Daraz,2026-04-09 06:10:25
3703,TXN0000003703,136,2026-05-28 13:01:41,Withdrawal,47568.5,NPR,Mobile Banking,Khalti,2026-05-28 13:46:41
3704,TXN0000003704,86,2026-04-26 12:40:56,Withdrawal,14724.69,npr,Mobile Banking,Khalti,2026-04-26 12:41:56
3705,TXN0000003705,120,2026-03-01 02:39:31,Deposit,94357.18,USD,POS,Bhatbhateni,2026-03-01 03:21:31
3706,TXN0000003706,108,2026-05-07 02:11:22,Card Payment,22198.35,NPR,POS,ATM Cash,2026-05-07 02:41:22
3707,TXN0000003707,13,2026-05-03 23:30:07,Card Payment,42331.8,npr,Branch,Daraz,2026-05-03 23:49:07
3708,TXN0000003708,44,2026-04-13 17:46:39,Transfer,148618.09,npr,ATM,Khalti,2026-04-13 18:37:39
3709,TXN0000003709,32,2026-03-31 23:34:40,withdrawal,16363.32,USD,Branch,Bhatbhateni,2026-03-31 23:43:40
3710,TXN0000003710,20,2026-04-24 23:02:28,Transfer,43750.57,npr,Branch,,2026-04-24 23:39:28
3711,TXN0000003711,98,2026-01-10 20:48:30,deposit,99691.33,NPR,Internet Banking,Khalti,2026-01-10 21:01:30
3712,TXN0000003712,105,2026-03-27 12:26:25,Deposit,6085.87,NPR,Mobile Banking,Esewa,2026-03-27 12:54:25
3713,TXN0000003713,38,2026-03-01 08:37:59,withdrawal,15510.98,USD,Internet Banking,ATM Cash,2026-03-01 08:47:59
3714,TXN0000003714,71,2026-02-05 04:10:55,withdrawal,48986.1,USD,Branch,Daraz,2026-02-05 04:35:55
3715,TXN0000003715,51,2025-12-09 10:28:19,Card Payment,3340.51,USD,,Bhatbhateni,2025-12-09 11:10:19
3716,TXN0000003716,44,2026-01-08 04:39:17,Fee,1575.1,USD,Internet Banking,ATM Cash,2026-01-08 05:14:17
3717,TXN0000003717,103,2025-12-08 14:36:21,withdrawal,47153.9,NPR,Mobile Banking,Esewa,2025-12-08 15:15:21
3718,TXN0000003718,98,2026-03-29 13:16:22,Withdrawal,42666.94,npr,ATM,,2026-03-29 13:33:22
3719,TXN0000003719,19,2025-12-19 22:15:28,Deposit,90244.1,NPR,Internet Banking,,2025-12-19 22:43:28
3720,TXN0000003720,15,2026-03-27 22:43:47,Card Payment,34223.82,NPR,,ATM Cash,2026-03-27 23:23:47
3721,TXN0000003721,119,2026-04-27 12:17:55,Deposit,61621.84,npr,Mobile Banking,Esewa,2026-04-27 13:03:55
3722,TXN0000003722,30,2026-04-30 20:00:25,withdrawal,25566.28,npr,Branch,Bhatbhateni,2026-04-30 20:35:25
3723,TXN0000003723,88,2026-02-23 01:59:50,Deposit,51714.3,npr,ATM,ATM Cash,2026-02-23 02:24:50
3724,TXN0000003724,70,2026-02-03 00:53:36,Deposit,2905.86,npr,Internet Banking,,2026-02-03 01:13:36
3725,TXN0000003725,50,2025-12-27 06:45:01,Deposit,74628.93,NPR,Mobile Banking,Bhatbhateni,2025-12-27 07:33:01
3726,TXN0000003726,129,2026-01-14 07:27:36,Withdrawal,34009.52,USD,Branch,Bhatbhateni,2026-01-14 07:35:36
3727,TXN0000003727,129,2025-12-23 07:27:05,Withdrawal,21082.01,npr,Mobile Banking,ATM Cash,2025-12-23 07:39:05
3728,TXN0000003728,110,2026-01-02 07:29:55,Withdrawal,15139.15,npr,Branch,Daraz,2026-01-02 07:41:55
3729,TXN0000003729,14,2026-04-22 13:52:44,deposit,39471.71,USD,,ATM Cash,2026-04-22 14:44:44
3730,TXN0000003730,50,2026-02-17 16:39:34,Fee,45915.21,NPR,ATM,,2026-02-17 16:57:34
3731,TXN0000003731,106,2026-03-31 21:53:45,Transfer,25924.13,npr,Branch,Esewa,2026-03-31 21:56:45
3732,TXN0000003732,76,2026-05-19 01:36:33,Card Payment,42575.42,NPR,POS,Bhatbhateni,2026-05-19 02:21:33
3733,TXN0000003733,51,2026-03-27 15:31:59,Fee,758.52,NPR,POS,Bhatbhateni,2026-03-27 15:56:59
3734,TXN0000003734,22,2026-03-03 13:53:07,deposit,65634.72,NPR,Branch,ATM Cash,2026-03-03 14:22:07
3735,TXN0000003735,11,2026-03-19 16:18:09,Deposit,45891.41,NPR,Internet Banking,,2026-03-19 16:52:09
3736,TXN0000003736,85,2025-12-10 00:08:37,Withdrawal,45140.45,USD,Branch,ATM Cash,2025-12-10 01:01:37
3737,TXN0000003737,39,2026-04-23 07:36:08,Fee,21862.25,NPR,ATM,Daraz,2026-04-23 08:28:08
3738,TXN0000003738,81,2026-01-25 16:45:49,Withdrawal,16447.98,USD,,,2026-01-25 16:46:49
3739,TXN0000003739,4,2026-05-04 00:34:27,deposit,10043.28,npr,Mobile Banking,Khalti,2026-05-04 01:24:27
3740,TXN0000003740,120,2026-02-08 09:23:19,Card Payment,22651.43,USD,Branch,Esewa,2026-02-08 09:36:19
3741,TXN0000003741,50,2026-01-31 20:12:07,Deposit,89440.53,USD,ATM,ATM Cash,2026-01-31 21:05:07
3742,TXN0000003742,65,2026-01-14 06:52:11,deposit,83179.5,NPR,,Daraz,2026-01-14 07:19:11
3743,TXN0000003743,119,2025-12-24 04:03:56,withdrawal,6259.49,USD,Branch,Bhatbhateni,2025-12-24 04:57:56
3744,TXN0000003744,121,2026-05-04 19:27:34,Fee,36189.5,NPR,Branch,Esewa,2026-05-04 19:52:34
3745,TXN0000003745,43,2026-03-16 10:37:42,Card Payment,34262.37,USD,Branch,ATM Cash,2026-03-16 11:19:42
3746,TXN0000003746,68,2026-04-14 18:46:17,Card Payment,10568.06,npr,POS,Bhatbhateni,2026-04-14 19:12:17
3747,TXN0000003747,79,2026-05-18 18:31:16,Card Payment,6646.78,npr,Branch,Daraz,2026-05-18 19:26:16
3748,TXN0000003748,86,2026-05-05 14:36:22,Card Payment,29898.4,NPR,Branch,Esewa,2026-05-05 15:36:22
3749,TXN0000003749,138,2026-02-08 06:37:18,withdrawal,48469.34,NPR,,Khalti,2026-02-08 07:05:18
3750,TXN0000003750,117,2026-02-18 12:53:35,Withdrawal,49187.02,NPR,POS,Daraz,2026-02-18 13:38:35
3751,TXN0000003751,12,2026-02-01 17:15:35,Withdrawal,4647.9,npr,POS,Daraz,2026-02-01 17:34:35
3752,TXN0000003752,27,2026-04-19 22:52:54,Fee,39913.24,USD,,Khalti,2026-04-19 23:37:54
3753,TXN0000003753,112,2026-01-01 14:06:38,Transfer,106080.65,USD,Internet Banking,,2026-01-01 14:46:38
3754,TXN0000003754,40,2026-04-14 22:45:52,Transfer,73394.61,NPR,ATM,ATM Cash,2026-04-14 23:45:52
3755,TXN0000003755,5,2026-05-01 18:19:58,withdrawal,15213.03,NPR,ATM,ATM Cash,2026-05-01 18:46:58
3756,TXN0000003756,19,2026-04-06 07:27:10,withdrawal,47071.11,NPR,Internet Banking,,2026-04-06 07:39:10
3757,TXN0000003757,47,2026-01-29 13:35:29,Card Payment,23114.27,USD,POS,Khalti,2026-01-29 13:36:29
3758,TXN0000003758,36,2026-04-10 03:24:03,deposit,4302.74,NPR,Internet Banking,Khalti,2026-04-10 03:28:03
3759,TXN0000003759,139,2026-02-14 18:40:15,deposit,49726.99,NPR,Internet Banking,Bhatbhateni,2026-02-14 19:28:15
3760,TXN0000003760,7,2026-03-20 13:01:07,Transfer,87940.83,USD,ATM,ATM Cash,2026-03-20 13:56:07
3761,TXN0000003761,116,2026-02-22 16:29:48,Fee,8425.86,USD,Internet Banking,,2026-02-22 17:20:48
3762,TXN0000003762,111,2026-03-01 02:06:13,Deposit,55207.52,USD,POS,Daraz,2026-03-01 02:09:13
3763,TXN0000003763,25,2026-01-17 06:12:08,Transfer,135978.99,USD,Branch,Esewa,2026-01-17 06:40:08
3764,TXN0000003764,37,2026-05-12 19:29:46,Deposit,91925.01,npr,Branch,Daraz,2026-05-12 20:03:46
3765,TXN0000003765,57,2026-01-30 14:24:53,deposit,3325.48,NPR,POS,Daraz,2026-01-30 14:57:53
3766,TXN0000003766,64,2026-05-07 07:52:33,Deposit,93802.4,npr,Internet Banking,Khalti,2026-05-07 08:45:33
3767,TXN0000003767,14,2026-05-25 22:18:40,Fee,15100.5,npr,POS,Esewa,2026-05-25 23:00:40
3768,TXN0000003768,125,2025-12-24 01:06:07,Deposit,85845.83,NPR,Branch,Daraz,2025-12-24 02:05:07
3769,TXN0000003769,107,2026-04-07 12:30:53,Card Payment,27143.7,NPR,ATM,,2026-04-07 13:01:53
3770,TXN0000003770,124,2026-05-19 22:58:31,Deposit,27664.71,USD,,Khalti,2026-05-19 23:25:31
3771,TXN0000003771,97,2026-05-15 23:28:32,Transfer,29208.34,NPR,Branch,ATM Cash,2026-05-15 23:47:32
3772,TXN0000003772,13,2025-12-08 18:55:07,Fee,18800.87,USD,Branch,,2025-12-08 19:07:07
3773,TXN0000003773,14,2026-06-01 16:08:35,Card Payment,42280.23,USD,Internet Banking,Esewa,2026-06-01 16:39:35
3774,TXN0000003774,4,2026-02-20 08:42:02,deposit,41668.84,NPR,,Khalti,2026-02-20 09:16:02
3775,TXN0000003775,101,2026-04-23 17:57:48,deposit,28693.86,NPR,Mobile Banking,Daraz,2026-04-23 18:49:48
3776,TXN0000003776,74,2026-05-21 17:49:43,deposit,9331.16,NPR,ATM,Khalti,2026-05-21 18:03:43
3777,TXN0000003777,8,2026-05-10 08:31:10,withdrawal,48109.1,npr,POS,Khalti,2026-05-10 08:39:10
3778,TXN0000003778,57,2025-12-29 10:56:14,deposit,53057.76,USD,ATM,Bhatbhateni,2025-12-29 11:13:14
3779,TXN0000003779,42,2026-01-07 18:57:38,deposit,29883.29,USD,Branch,ATM Cash,2026-01-07 19:24:38
3780,TXN0000003780,89,2026-04-22 07:08:12,withdrawal,24252.82,NPR,,Khalti,2026-04-22 07:55:12
3781,TXN0000003781,45,2026-04-30 06:32:15,Transfer,66730.41,npr,POS,Khalti,2026-04-30 06:52:15
3782,TXN0000003782,81,2026-02-05 00:21:48,Deposit,96549.14,npr,,,2026-02-05 01:12:48
3783,TXN0000003783,109,2026-02-01 15:01:21,Withdrawal,7744.72,NPR,,Bhatbhateni,2026-02-01 15:36:21
3784,TXN0000003784,106,2026-04-21 23:21:06,Card Payment,40016.11,USD,POS,Esewa,2026-04-22 00:03:06
3785,TXN0000003785,32,2026-04-11 10:00:44,Card Payment,10664.05,USD,Branch,,2026-04-11 10:52:44
3786,TXN0000003786,111,2026-04-03 19:17:07,Withdrawal,12196.55,npr,ATM,Khalti,2026-04-03 20:05:07
3787,TXN0000003787,98,2026-05-05 15:28:43,deposit,15309.78,npr,Mobile Banking,Esewa,2026-05-05 15:35:43
3788,TXN0000003788,2,2025-12-05 18:44:31,Transfer,77618.71,npr,,Khalti,2025-12-05 19:10:31
3789,TXN0000003789,3,2026-05-20 04:44:46,Transfer,80639.55,NPR,POS,Daraz,2026-05-20 05:04:46
3790,TXN0000003790,46,2025-12-15 08:59:47,deposit,95286.85,NPR,Internet Banking,,2025-12-15 09:42:47
3791,TXN0000003791,55,2026-05-02 01:35:28,Fee,8672.28,NPR,POS,Daraz,2026-05-02 02:14:28
3792,TXN0000003792,20,2026-02-20 02:18:28,deposit,94896.34,USD,,ATM Cash,2026-02-20 02:31:28
3793,TXN0000003793,24,2025-12-26 00:14:39,Transfer,1623.89,USD,Internet Banking,,2025-12-26 00:58:39
3794,TXN0000003794,116,2026-01-05 23:40:56,Card Payment,2645.36,USD,ATM,Daraz,2026-01-05 23:56:56
3795,TXN0000003795,52,2026-06-01 00:41:47,deposit,29967.23,USD,ATM,ATM Cash,2026-06-01 00:57:47
3796,TXN0000003796,59,2026-05-23 11:39:11,deposit,75090.81,NPR,POS,,2026-05-23 11:57:11
3797,TXN0000003797,108,2025-12-27 17:23:54,Fee,26891.12,USD,Mobile Banking,ATM Cash,2025-12-27 17:26:54
3798,TXN0000003798,2,2026-05-30 23:30:57,Deposit,87969.39,NPR,Branch,Bhatbhateni,2026-05-30 23:41:57
3799,TXN0000003799,28,2026-05-23 00:11:47,Withdrawal,34769.4,NPR,Internet Banking,ATM Cash,2026-05-23 00:39:47
3800,TXN0000003800,65,2026-05-21 14:59:28,Transfer,21570.29,npr,Mobile Banking,Khalti,2026-05-21 15:55:28
3801,TXN0000003801,133,2025-12-07 12:40:55,withdrawal,32897.02,USD,Branch,Khalti,2025-12-07 12:58:55
3802,TXN0000003802,114,2025-12-06 18:20:46,deposit,65360.79,npr,ATM,Esewa,2025-12-06 19:18:46
3803,TXN0000003803,133,2026-04-03 11:15:28,Fee,11718.73,USD,ATM,Esewa,2026-04-03 12:03:28
3804,TXN0000003804,94,2026-04-27 02:53:58,Withdrawal,40909.78,npr,,ATM Cash,2026-04-27 03:49:58
3805,TXN0000003805,18,2025-12-11 08:10:53,Card Payment,35875.01,npr,,ATM Cash,2025-12-11 08:56:53
3806,TXN0000003806,47,2026-04-05 08:44:22,Transfer,13837.04,NPR,Internet Banking,Daraz,2026-04-05 09:38:22
3807,TXN0000003807,5,2026-05-07 19:33:27,Deposit,79619.54,NPR,POS,ATM Cash,2026-05-07 20:21:27
3808,TXN0000003808,125,2026-02-20 08:23:01,deposit,13606.69,NPR,Branch,ATM Cash,2026-02-20 09:04:01
3809,TXN0000003809,57,2026-01-31 19:44:01,withdrawal,47134.36,USD,POS,Daraz,2026-01-31 20:42:01
3810,TXN0000003810,55,2026-02-14 10:05:27,Fee,9134.45,USD,Internet Banking,Esewa,2026-02-14 10:24:27
3811,TXN0000003811,5,2026-05-19 13:37:36,Deposit,48041.03,npr,Branch,ATM Cash,2026-05-19 14:27:36
3812,TXN0000003812,50,2026-04-13 22:24:18,deposit,91205.07,npr,Mobile Banking,,2026-04-13 23:17:18
3813,TXN0000003813,128,2026-01-09 10:09:25,Fee,26066.98,npr,Branch,Esewa,2026-01-09 10:50:25
3814,TXN0000003814,115,2026-05-21 14:45:24,withdrawal,38659.51,npr,POS,Bhatbhateni,2026-05-21 14:46:24
3815,TXN0000003815,84,2026-04-02 04:35:26,Transfer,92418.37,npr,Internet Banking,Khalti,2026-04-02 05:07:26
3816,TXN0000003816,62,2026-05-17 08:21:58,Card Payment,47504.08,USD,Internet Banking,Esewa,2026-05-17 09:18:58
3817,TXN0000003817,9,2025-12-14 15:47:20,Transfer,43084.44,npr,Mobile Banking,,2025-12-14 16:12:20
3818,TXN0000003818,105,2026-03-02 05:25:57,Withdrawal,43397.36,npr,Internet Banking,ATM Cash,2026-03-02 05:56:57
3819,TXN0000003819,126,2025-12-27 02:59:09,deposit,74072.8,NPR,ATM,Bhatbhateni,2025-12-27 03:11:09
3820,TXN0000003820,3,2026-01-19 15:30:10,withdrawal,22365.59,npr,Branch,,2026-01-19 16:24:10
3821,TXN0000003821,101,2026-03-03 01:05:22,Card Payment,47847.93,npr,POS,ATM Cash,2026-03-03 01:44:22
3822,TXN0000003822,70,2026-04-23 14:21:11,Fee,44573.41,USD,ATM,ATM Cash,2026-04-23 15:02:11
3823,TXN0000003823,89,2026-03-02 16:10:48,Withdrawal,12707.37,npr,Internet Banking,,2026-03-02 16:49:48
3824,TXN0000003824,79,2026-02-11 10:31:01,withdrawal,3384.95,USD,Branch,Bhatbhateni,2026-02-11 10:41:01
3825,TXN0000003825,44,2026-03-15 10:18:36,deposit,63860.23,npr,Mobile Banking,ATM Cash,2026-03-15 10:57:36
3826,TXN0000003826,127,2026-05-31 05:53:32,Card Payment,22246.06,USD,ATM,ATM Cash,2026-05-31 06:30:32
3827,TXN0000003827,104,2025-12-06 20:50:21,deposit,60848.5,NPR,Mobile Banking,ATM Cash,2025-12-06 21:27:21
3828,TXN0000003828,119,2026-03-19 05:47:51,Withdrawal,6394.13,USD,Branch,,2026-03-19 06:34:51
3829,TXN0000003829,25,2025-12-27 13:50:23,Card Payment,9926.4,USD,,,2025-12-27 14:25:23
3830,TXN0000003830,132,2026-01-10 00:44:52,deposit,63358.44,NPR,POS,Khalti,2026-01-10 01:31:52
3831,TXN0000003831,113,2026-04-23 05:46:44,Fee,42160.05,USD,Internet Banking,Khalti,2026-04-23 06:09:44
3832,TXN0000003832,55,2026-01-09 02:40:16,Withdrawal,43795.71,USD,POS,Bhatbhateni,2026-01-09 03:23:16
3833,TXN0000003833,37,2026-05-29 23:15:40,Deposit,58310.64,USD,Internet Banking,Esewa,2026-05-30 00:08:40
3834,TXN0000003834,40,2026-02-15 18:57:56,Card Payment,47092.4,npr,ATM,Khalti,2026-02-15 19:45:56
3835,TXN0000003835,70,2026-03-21 10:04:20,Fee,38065.52,NPR,,Bhatbhateni,2026-03-21 10:38:20
3836,TXN0000003836,2,2026-03-01 22:19:16,Withdrawal,4032.75,npr,Mobile Banking,Khalti,2026-03-01 23:19:16
3837,TXN0000003837,83,2026-05-05 21:53:53,withdrawal,26100.4,NPR,ATM,Bhatbhateni,2026-05-05 22:13:53
3838,TXN0000003838,66,2026-02-01 18:25:48,Deposit,78454.42,NPR,Internet Banking,Bhatbhateni,2026-02-01 19:19:48
3839,TXN0000003839,31,2026-05-21 18:31:39,deposit,17285.92,NPR,Mobile Banking,Bhatbhateni,2026-05-21 18:48:39
3840,TXN0000003840,83,2025-12-27 06:59:16,deposit,47816.94,USD,,,2025-12-27 07:41:16
3841,TXN0000003841,28,2025-12-15 22:27:14,Card Payment,1529.4,NPR,Mobile Banking,Bhatbhateni,2025-12-15 23:03:14
3842,TXN0000003842,120,2026-04-05 20:26:14,deposit,60559.67,npr,Mobile Banking,Khalti,2026-04-05 20:31:14
3843,TXN0000003843,54,2025-12-27 05:48:35,Deposit,99114.39,NPR,,Esewa,2025-12-27 06:07:35
3844,TXN0000003844,132,2025-12-20 11:24:05,Transfer,136215.88,USD,Mobile Banking,Bhatbhateni,2025-12-20 12:06:05
3845,TXN0000003845,58,2026-06-01 13:07:07,deposit,88048.4,npr,Mobile Banking,,2026-06-01 13:18:07
3846,TXN0000003846,131,2026-01-20 01:11:50,withdrawal,10326.76,NPR,Mobile Banking,,2026-01-20 02:09:50
3847,TXN0000003847,54,2026-05-26 10:29:05,Card Payment,41788.72,USD,,ATM Cash,2026-05-26 10:51:05
3848,TXN0000003848,93,2026-04-29 18:13:11,Withdrawal,3076.08,NPR,,Esewa,2026-04-29 18:20:11
3849,TXN0000003849,139,2026-02-14 10:04:44,Card Payment,19779.33,npr,,,2026-02-14 10:14:44
3850,TXN0000003850,74,2026-03-18 17:00:36,withdrawal,10155.1,NPR,ATM,Khalti,2026-03-18 17:32:36
3851,TXN0000003851,71,2025-12-21 20:31:27,deposit,7669.97,USD,Internet Banking,,2025-12-21 20:44:27
3852,TXN0000003852,114,2026-03-16 04:15:59,deposit,7601.66,npr,Mobile Banking,,2026-03-16 04:33:59
3853,TXN0000003853,32,2026-04-16 01:39:42,Card Payment,10934.6,NPR,Mobile Banking,,2026-04-16 02:15:42
3854,TXN0000003854,129,2025-12-15 03:53:28,withdrawal,8372.11,USD,Branch,Bhatbhateni,2025-12-15 04:13:28
3855,TXN0000003855,20,2026-05-01 15:23:08,Fee,8532.11,npr,POS,,2026-05-01 16:16:08
3856,TXN0000003856,85,2026-03-12 07:17:58,deposit,71890.61,NPR,Internet Banking,ATM Cash,2026-03-12 08:03:58
3857,TXN0000003857,91,2026-06-01 00:24:20,deposit,40361.59,USD,ATM,Khalti,2026-06-01 00:51:20
3858,TXN0000003858,69,2025-12-17 05:59:13,Transfer,111788.8,USD,POS,,2025-12-17 06:40:13
3859,TXN0000003859,104,2026-03-12 14:04:40,Withdrawal,43489.07,USD,POS,Esewa,2026-03-12 14:44:40
3860,TXN0000003860,135,2026-02-14 02:05:59,Withdrawal,27658.71,NPR,Mobile Banking,,2026-02-14 02:35:59
3861,TXN0000003861,78,2026-04-07 23:46:18,Withdrawal,10334.87,NPR,Mobile Banking,Khalti,2026-04-07 23:52:18
3862,TXN0000003862,76,2026-01-26 01:51:15,deposit,34081.83,NPR,,Bhatbhateni,2026-01-26 02:09:15
3863,TXN0000003863,54,2025-12-19 16:49:53,Card Payment,11892.18,USD,ATM,Esewa,2025-12-19 17:08:53
3864,TXN0000003864,25,2026-03-29 12:59:44,Withdrawal,11254.25,NPR,Mobile Banking,,2026-03-29 13:16:44
3865,TXN0000003865,82,2026-05-01 03:23:18,Deposit,44700.68,NPR,ATM,Bhatbhateni,2026-05-01 03:49:18
3866,TXN0000003866,56,2026-02-05 21:38:57,Deposit,78896.29,USD,Mobile Banking,Bhatbhateni,2026-02-05 21:51:57
3867,TXN0000003867,85,2026-05-06 12:29:58,Card Payment,47830.87,npr,Internet Banking,,2026-05-06 13:08:58
3868,TXN0000003868,137,2026-02-12 20:47:45,Transfer,48665.61,npr,,,2026-02-12 20:59:45
3869,TXN0000003869,69,2026-03-26 23:53:35,Withdrawal,35751.78,npr,,Daraz,2026-03-27 00:50:35
3870,TXN0000003870,64,2026-05-29 18:17:40,Card Payment,14966.67,NPR,POS,ATM Cash,2026-05-29 18:38:40
3871,TXN0000003871,86,2026-04-12 05:58:59,Withdrawal,37254.64,npr,Mobile Banking,ATM Cash,2026-04-12 06:14:59
3872,TXN0000003872,140,2026-02-16 19:48:11,Withdrawal,46463.59,NPR,ATM,,2026-02-16 20:40:11
3873,TXN0000003873,55,2026-03-26 17:19:51,Fee,22012.13,npr,Internet Banking,ATM Cash,2026-03-26 17:35:51
3874,TXN0000003874,61,2026-05-04 08:43:50,Deposit,18389.53,USD,POS,ATM Cash,2026-05-04 08:57:50
3875,TXN0000003875,100,2026-04-08 19:06:28,Withdrawal,19607.89,npr,Mobile Banking,,2026-04-08 19:29:28
3876,TXN0000003876,60,2026-01-23 04:40:43,Transfer,13461.97,npr,Mobile Banking,Daraz,2026-01-23 05:02:43
3877,TXN0000003877,40,2026-02-03 18:41:51,deposit,76855.69,USD,Mobile Banking,Bhatbhateni,2026-02-03 19:02:51
3878,TXN0000003878,41,2026-02-11 06:27:24,deposit,69813.98,NPR,Branch,Esewa,2026-02-11 07:10:24
3879,TXN0000003879,125,2026-02-21 12:12:55,Card Payment,27238.8,NPR,POS,Khalti,2026-02-21 12:37:55
3880,TXN0000003880,67,2026-02-11 07:22:52,Fee,19903.72,npr,,Khalti,2026-02-11 08:00:52
3881,TXN0000003881,69,2026-05-30 17:17:29,Fee,29197.57,npr,Branch,ATM Cash,2026-05-30 18:02:29
3882,TXN0000003882,110,2026-05-02 04:56:04,withdrawal,5372.42,npr,POS,Daraz,2026-05-02 05:26:04
3883,TXN0000003883,33,2026-05-28 23:59:43,Deposit,92282.34,NPR,,,2026-05-29 00:28:43
3884,TXN0000003884,64,2026-05-20 18:26:27,Deposit,29119.78,npr,Internet Banking,,2026-05-20 18:42:27
3885,TXN0000003885,2,2026-01-14 16:02:02,Deposit,64947.07,NPR,Internet Banking,Bhatbhateni,2026-01-14 16:25:02
3886,TXN0000003886,17,2026-03-06 20:40:08,Card Payment,40286.14,npr,,,2026-03-06 21:10:08
3887,TXN0000003887,10,2026-03-09 21:06:08,Withdrawal,24361.39,USD,ATM,ATM Cash,2026-03-09 21:44:08
3888,TXN0000003888,32,2026-04-09 17:03:25,Transfer,110572.39,USD,Branch,Khalti,2026-04-09 17:14:25
3889,TXN0000003889,132,2026-04-26 05:01:43,Card Payment,34506.15,NPR,Internet Banking,Esewa,2026-04-26 05:53:43
3890,TXN0000003890,59,2026-05-06 00:14:52,Transfer,124344.97,NPR,Internet Banking,ATM Cash,2026-05-06 00:32:52
3891,TXN0000003891,24,2026-02-15 15:08:56,Deposit,21038.23,USD,Mobile Banking,ATM Cash,2026-02-15 16:01:56
3892,TXN0000003892,6,2026-02-08 20:10:28,deposit,8029.97,NPR,,Esewa,2026-02-08 20:13:28
3893,TXN0000003893,95,2026-05-10 19:27:15,Deposit,70458.09,NPR,Branch,,2026-05-10 20:03:15
3894,TXN0000003894,59,2026-01-24 20:13:28,withdrawal,44955.12,npr,Internet Banking,Esewa,2026-01-24 21:11:28
3895,TXN0000003895,36,2026-01-08 10:56:44,Transfer,109382.61,NPR,Mobile Banking,,2026-01-08 11:44:44
3896,TXN0000003896,26,2026-01-21 21:45:04,Card Payment,15101.19,NPR,POS,Esewa,2026-01-21 22:30:04
3897,TXN0000003897,136,2025-12-14 18:47:20,withdrawal,46000.74,USD,Mobile Banking,,2025-12-14 19:04:20
3898,TXN0000003898,109,2026-02-10 09:09:03,deposit,15926.99,NPR,,,2026-02-10 09:55:03
3899,TXN0000003899,54,2025-12-18 17:46:13,withdrawal,38815.4,USD,POS,Esewa,2025-12-18 18:30:13
3900,TXN0000003900,105,2026-02-15 20:39:54,Withdrawal,2332.23,NPR,Mobile Banking,Daraz,2026-02-15 20:55:54
3901,TXN0000003901,90,2026-06-01 06:31:39,Card Payment,3338.2,npr,ATM,Daraz,2026-06-01 06:40:39
3902,TXN0000003902,47,2026-04-01 09:26:34,deposit,44193.52,npr,POS,Bhatbhateni,2026-04-01 10:24:34
3903,TXN0000003903,52,2026-01-23 18:07:45,withdrawal,791.75,NPR,Branch,Bhatbhateni,2026-01-23 18:43:45
3904,TXN0000003904,58,2026-01-29 11:21:02,Deposit,88533.49,NPR,Internet Banking,,2026-01-29 12:12:02
3905,TXN0000003905,116,2026-03-04 04:56:55,deposit,12586.39,USD,POS,Bhatbhateni,2026-03-04 05:41:55
3906,TXN0000003906,89,2026-04-09 12:06:50,Fee,43582.23,USD,ATM,ATM Cash,2026-04-09 12:56:50
